"g","nore1.1","nore1.2","nore1.3","nore1.4","nore1.5","nore1.6","nore1.7","nore1.8","nore1.9","nore1.10","nore1.11","nore1.12","nore1.13","nore1.14","nore1.15","nore1.16","nore1.17","nore1.18","nore1.19","nore1.20"
"aus2",0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
"aus2",0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
"aus2",0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0
"aus2",0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"aus2",1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
"aus2",1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0
"aus2",0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0
"aus2",1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
"aus2",1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0
"aus2",0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"aus2",1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"aus2",1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0
"aus2",0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0
"aus2",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
"aus2",1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1
"aus2",1,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1
"aus2",0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"aus2",1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0
"aus2",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0
"aus2",1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"aus2",1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
"aus2",1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,0
"aus2",1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
"aus2",1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0
"aus2",1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"aus2",1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0
"aus2",1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
"aus2",1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0
"aus2",0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,1
"aus2",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
"aus2",1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0
"aus2",0,0,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0
"aus2",0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"aus2",0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aus2",0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0
"aus2",1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1
"aus2",0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0
"aus2",0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"aus2",1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0
"aus2",1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"aus2",0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1
"aus2",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"aus2",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1
"aus2",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"aus2",1,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"louvain",1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,0,0
"louvain",0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
"louvain",1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
"louvain",0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0
"louvain",0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"louvain",1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"louvain",0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,0
"louvain",0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"louvain",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"louvain",0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0
"louvain",0,1,1,1,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0
"louvain",0,1,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1
"louvain",0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
"louvain",1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0
"louvain",1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0
"louvain",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0
"louvain",1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0
"louvain",1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0
"louvain",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"louvain",0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,1,0,1
"louvain",0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0
"pascal",1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0
"pascal",0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0
"pascal",1,1,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0
"pascal",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"pascal",1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0
"pascal",0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"pascal",0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0
"pascal",1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"pascal",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0
"pascal",0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
"pascal",1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,0
"pascal",1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0
"pascal",0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0
"pascal",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1
"pascal",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
"pascal",0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0
"pascal",1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"pascal",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0
"pascal",1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
"pascal",0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0
"pascal",0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
"pascal",1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1,0,0
"pascal",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
"pascal",0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1
"pascal",1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"pascal",1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1
"pascal",1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,0
"pascal",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1
"pascal",1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
"pascal",1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0
"pascal",0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0
"pascal",0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"pascal",1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0
"pascal",0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0
"pascal",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1
"pascal",0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,0
"pascal",1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
"pascal",0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
"pascal",1,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0
"pascal",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"pascal",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1
"pascal",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0
"pascal",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
"pascal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"pascal",0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
"pascal",0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0
"pascal",0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0
"pascal",1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pascal",0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0
"pascal",1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0
"pascal",1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0
"pascal",1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0
"pascal",1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
"pascal",0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"pascal",0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0
"pascal",0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
"pascal",1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1
"pascal",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"pascal",0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,0,0
"pascal",1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1
"pascal",1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
"pascal",1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
"pascal",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"pascal",1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
"pascal",1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1,0
"amity",1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0
"amityon",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"amity",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"amityon",1,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1
"amity",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
"amity",1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1
"amity",0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
"amity",0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1
"amity",1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0
"amityon",0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
"amity",1,1,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1
"amity",0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
"amity",0,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0
"amity",1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0
"amity",1,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1
"amityon",1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
"amityon",1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1
"amityon",0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0
"amityon",0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1
"amityon",1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0
"amity",0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0
"amity",0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0
"amityon",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"amity",1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0
"amity",1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
"amity",0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
"amity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"amityon",0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0
"amityon",0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1
"amityon",1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0
"amityon",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
"amityon",0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0
"amity",0,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0
"amity",0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1
"amityon",0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"amityon",0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
"amityon",0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1
"amityon",1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0
"amity",1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0
"amityon",0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"amity",1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1
"amityon",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"amityon",0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,1
"amity",1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,0
"amityon",0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,0
"amity",1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
"amity",0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0
"amity",0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0
"amity",1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0
"amity",1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1
"amity",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"amity",0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1
"amity",1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0
"amity",0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0
"amity",1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0
"amity",1,1,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0
"amity",0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0
"amity",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0
"amity",0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0
"amity",1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1
"amity",1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0
"amity",0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1,0
"amity",1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1
"amity",0,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0
"amity",1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,0
"amity",0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0
"amity",0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
"amity",1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
"amity",0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0
"amity",1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0
"amity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"amityon",1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0
"amityon",0,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,1,1
"amity",1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
"amity",1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0
"amity",0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0
"amity",1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0
"amity",1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
"amity",1,0,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1
"amity",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"amity",0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0
"amity",0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0
"amity",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"amity",0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"amity",0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
"amity",0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"amity",1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
"amity",1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0
"amity",1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
"amity",0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0
"amity",0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
"amity",0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0
"amity",0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,1
"amity",0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0
"amityon",1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1
"isb",0,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0
"isb",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"isb",1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"isb",0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"isb",1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1
"isb",0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
"isb",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
"isb",1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0
"isb",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"isb",1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1
"isb",0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"isb",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
"isb",1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0
"isb",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0
"isb",1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0
"isb",1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,0
"isb",1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0
"isb",0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0
"isb",0,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0
"isb",1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0
"isb",0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1
"isb",0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0
"isb",1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0
"isb",0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0
"isb",0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,0,0,0
"isb",1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"isb",0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0
"isb",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"isb",1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,0
"isb",1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0
"isb",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1
